p_key,BaseCode,SectionBreakStartKM,SectionBreakFinishKM,RecordingDate
ARTC-11_173.58_20m_2023-09-30,ARTC-11,173.58,173.6,2023-09-30
ARTC-11_173.7_20m_2023-07-01,ARTC-11,173.7,173.72,2023-07-01
ARTC-11_173.8_20m_2023-09-05,ARTC-11,173.8,173.82,2023-09-05
ARTC-11_173.84_20m_2023-08-29,ARTC-11,173.84,173.86,2023-08-29
ARTC-11_173.84_20m_2023-09-22,ARTC-11,173.84,173.86,2023-09-22
ARTC-11_173.88_20m_2023-09-13,ARTC-11,173.88,173.9,2023-09-13
ARTC-11_173.9_20m_2023-05-21,ARTC-11,173.9,173.92,2023-05-21
ARTC-11_173.96_20m_2024-03-02,ARTC-11,173.96,173.98,2024-03-02
ARTC-11_174.04_20m_2024-05-01,ARTC-11,174.04,174.06,2024-05-01
ARTC-11_174.1_20m_2023-09-05,ARTC-11,174.1,174.12,2023-09-05
ARTC-11_174.12_20m_2024-02-17,ARTC-11,174.12,174.14,2024-02-17
ARTC-11_174.14_20m_2024-06-15,ARTC-11,174.14,174.16,2024-06-15
ARTC-11_174.18_20m_2023-10-16,ARTC-11,174.18,174.2,2023-10-16
ARTC-11_174.28_20m_2024-05-13,ARTC-11,174.28,174.3,2024-05-13
ARTC-11_174.3_20m_2023-06-15,ARTC-11,174.3,174.32,2023-06-15
ARTC-11_174.3_20m_2023-07-17,ARTC-11,174.3,174.32,2023-07-17
ARTC-11_174.34_20m_2023-08-27,ARTC-11,174.34,174.36,2023-08-27
ARTC-11_174.34_20m_2023-08-31,ARTC-11,174.34,174.36,2023-08-31
ARTC-11_174.36_20m_2023-06-04,ARTC-11,174.36,174.38,2023-06-04
ARTC-11_174.36_20m_2024-04-01,ARTC-11,174.36,174.38,2024-04-01
ARTC-11_174.52_20m_2023-07-22,ARTC-11,174.52,174.54,2023-07-22
ARTC-11_174.58_20m_2024-01-10,ARTC-11,174.58,174.6,2024-01-10
ARTC-11_174.62_20m_2023-09-09,ARTC-11,174.62,174.64,2023-09-09
ARTC-11_174.64_20m_2023-08-28,ARTC-11,174.64,174.66,2023-08-28
ARTC-11_174.64_20m_2024-05-07,ARTC-11,174.64,174.66,2024-05-07
ARTC-11_174.7_20m_2023-06-02,ARTC-11,174.7,174.72,2023-06-02
ARTC-11_174.72_20m_2023-06-04,ARTC-11,174.72,174.74,2023-06-04
ARTC-11_174.74_20m_2023-10-11,ARTC-11,174.74,174.76,2023-10-11
ARTC-11_174.8_20m_2024-03-07,ARTC-11,174.8,174.82,2024-03-07
ARTC-11_174.84_20m_2023-05-04,ARTC-11,174.84,174.86,2023-05-04
ARTC-11_174.86_20m_2024-02-16,ARTC-11,174.86,174.88,2024-02-16
ARTC-11_174.94_20m_2023-06-06,ARTC-11,174.94,174.96,2023-06-06
ARTC-11_175.02_20m_2023-07-12,ARTC-11,175.02,175.04,2023-07-12
ARTC-11_175.06_20m_2024-05-12,ARTC-11,175.06,175.08,2024-05-12
ARTC-11_175.08_20m_2023-07-24,ARTC-11,175.08,175.1,2023-07-24
ARTC-11_175.1_20m_2023-07-30,ARTC-11,175.1,175.12,2023-07-30
ARTC-11_175.1_20m_2024-04-29,ARTC-11,175.1,175.12,2024-04-29
ARTC-11_175.34_20m_2023-05-04,ARTC-11,175.34,175.36,2023-05-04
ARTC-11_175.38_20m_2023-10-09,ARTC-11,175.38,175.4,2023-10-09
ARTC-11_175.42_20m_2023-10-15,ARTC-11,175.42,175.44,2023-10-15
ARTC-11_175.5_20m_2024-05-07,ARTC-11,175.5,175.52,2024-05-07
ARTC-11_175.5_20m_2024-07-20,ARTC-11,175.5,175.52,2024-07-20
ARTC-11_175.54_20m_2024-02-09,ARTC-11,175.54,175.56,2024-02-09
ARTC-11_175.56_20m_2024-06-15,ARTC-11,175.56,175.58,2024-06-15
ARTC-11_175.62_20m_2024-07-17,ARTC-11,175.62,175.64,2024-07-17
ARTC-11_175.7_20m_2023-07-03,ARTC-11,175.7,175.72,2023-07-03
ARTC-11_175.7_20m_2023-07-20,ARTC-11,175.7,175.72,2023-07-20
ARTC-11_175.7_20m_2023-12-15,ARTC-11,175.7,175.72,2023-12-15
ARTC-11_175.74_20m_2024-05-05,ARTC-11,175.74,175.76,2024-05-05
ARTC-11_175.8_20m_2023-09-14,ARTC-11,175.8,175.82,2023-09-14
ARTC-11_175.9_20m_2024-04-02,ARTC-11,175.9,175.92,2024-04-02
ARTC-11_175.9_20m_2024-05-30,ARTC-11,175.9,175.92,2024-05-30
ARTC-11_175.9_20m_2024-06-13,ARTC-11,175.9,175.92,2024-06-13
ARTC-11_175.96_20m_2023-11-16,ARTC-11,175.96,175.98,2023-11-16
ARTC-11_176.0_20m_2023-06-29,ARTC-11,176,176.02,2023-06-29
ARTC-11_176.04_20m_2023-06-15,ARTC-11,176.04,176.06,2023-06-15
ARTC-11_176.04_20m_2023-08-19,ARTC-11,176.04,176.06,2023-08-19
ARTC-11_176.12_20m_2023-07-04,ARTC-11,176.12,176.14,2023-07-04
ARTC-11_176.22_20m_2023-08-03,ARTC-11,176.22,176.24,2023-08-03
ARTC-11_176.22_20m_2024-05-08,ARTC-11,176.22,176.24,2024-05-08
ARTC-11_176.26_20m_2023-10-12,ARTC-11,176.26,176.28,2023-10-12
ARTC-11_176.3_20m_2024-01-28,ARTC-11,176.3,176.32,2024-01-28
ARTC-11_176.32_20m_2023-05-03,ARTC-11,176.32,176.34,2023-05-03
ARTC-11_176.32_20m_2023-06-15,ARTC-11,176.32,176.34,2023-06-15
ARTC-11_176.32_20m_2023-11-17,ARTC-11,176.32,176.34,2023-11-17
ARTC-11_176.36_20m_2024-05-16,ARTC-11,176.36,176.38,2024-05-16
ARTC-11_176.38_20m_2024-05-17,ARTC-11,176.38,176.4,2024-05-17
ARTC-11_176.42_20m_2023-10-10,ARTC-11,176.42,176.44,2023-10-10
ARTC-11_176.44_20m_2023-10-16,ARTC-11,176.44,176.46,2023-10-16
ARTC-11_176.6_20m_2024-03-15,ARTC-11,176.6,176.62,2024-03-15
ARTC-11_176.64_20m_2023-12-12,ARTC-11,176.64,176.66,2023-12-12
ARTC-11_176.66_20m_2024-04-18,ARTC-11,176.66,176.68,2024-04-18
ARTC-11_176.7_20m_2023-08-27,ARTC-11,176.7,176.72,2023-08-27
ARTC-11_176.7_20m_2023-09-25,ARTC-11,176.7,176.72,2023-09-25
ARTC-11_176.7_20m_2023-10-31,ARTC-11,176.7,176.72,2023-10-31
ARTC-11_176.72_20m_2024-03-30,ARTC-11,176.72,176.74,2024-03-30
ARTC-11_176.74_20m_2023-11-24,ARTC-11,176.74,176.76,2023-11-24
ARTC-11_176.76_20m_2023-11-16,ARTC-11,176.76,176.78,2023-11-16
ARTC-11_176.76_20m_2024-05-04,ARTC-11,176.76,176.78,2024-05-04
ARTC-11_176.78_20m_2024-06-08,ARTC-11,176.78,176.8,2024-06-08
ARTC-11_176.82_20m_2023-06-03,ARTC-11,176.82,176.84,2023-06-03
ARTC-11_176.82_20m_2023-08-21,ARTC-11,176.82,176.84,2023-08-21
ARTC-11_176.82_20m_2024-05-07,ARTC-11,176.82,176.84,2024-05-07
ARTC-11_176.84_20m_2024-04-20,ARTC-11,176.84,176.86,2024-04-20
ARTC-11_176.86_20m_2024-02-25,ARTC-11,176.86,176.88,2024-02-25
ARTC-11_176.86_20m_2024-04-17,ARTC-11,176.86,176.88,2024-04-17
ARTC-11_176.9_20m_2023-05-06,ARTC-11,176.9,176.92,2023-05-06
ARTC-11_176.9_20m_2023-11-18,ARTC-11,176.9,176.92,2023-11-18
ARTC-11_176.92_20m_2023-05-04,ARTC-11,176.92,176.94,2023-05-04
ARTC-11_176.94_20m_2023-11-13,ARTC-11,176.94,176.96,2023-11-13
ARTC-11_176.94_20m_2024-04-07,ARTC-11,176.94,176.96,2024-04-07
ARTC-11_177.0_20m_2023-12-28,ARTC-11,177,177.02,2023-12-28
ARTC-11_177.06_20m_2023-09-05,ARTC-11,177.06,177.08,2023-09-05
ARTC-11_177.06_20m_2024-03-30,ARTC-11,177.06,177.08,2024-03-30
ARTC-11_177.08_20m_2023-06-17,ARTC-11,177.08,177.1,2023-06-17
ARTC-11_177.08_20m_2023-09-24,ARTC-11,177.08,177.1,2023-09-24
ARTC-11_177.14_20m_2023-06-14,ARTC-11,177.14,177.16,2023-06-14
ARTC-11_177.14_20m_2024-06-10,ARTC-11,177.14,177.16,2024-06-10
ARTC-11_177.28_20m_2023-08-18,ARTC-11,177.28,177.3,2023-08-18
ARTC-11_177.46_20m_2023-07-26,ARTC-11,177.46,177.48,2023-07-26
ARTC-11_177.5_20m_2024-05-04,ARTC-11,177.5,177.52,2024-05-04
ARTC-11_177.52_20m_2023-05-22,ARTC-11,177.52,177.54,2023-05-22
ARTC-11_177.52_20m_2024-04-30,ARTC-11,177.52,177.54,2024-04-30
ARTC-11_177.58_20m_2023-08-28,ARTC-11,177.58,177.6,2023-08-28
ARTC-11_177.64_20m_2023-07-17,ARTC-11,177.64,177.66,2023-07-17
ARTC-11_177.66_20m_2023-11-28,ARTC-11,177.66,177.68,2023-11-28
ARTC-11_177.68_20m_2023-05-18,ARTC-11,177.68,177.7,2023-05-18
ARTC-11_177.7_20m_2023-08-17,ARTC-11,177.7,177.72,2023-08-17
ARTC-11_177.7_20m_2023-11-02,ARTC-11,177.7,177.72,2023-11-02
ARTC-11_177.72_20m_2023-11-28,ARTC-11,177.72,177.74,2023-11-28
ARTC-11_177.74_20m_2023-05-08,ARTC-11,177.74,177.76,2023-05-08
ARTC-11_177.74_20m_2023-08-14,ARTC-11,177.74,177.76,2023-08-14
ARTC-11_177.84_20m_2023-09-19,ARTC-11,177.84,177.86,2023-09-19
ARTC-11_177.86_20m_2023-05-12,ARTC-11,177.86,177.88,2023-05-12
ARTC-11_177.94_20m_2024-02-14,ARTC-11,177.94,177.96,2024-02-14
ARTC-11_177.98_20m_2024-02-14,ARTC-11,177.98,178,2024-02-14
ARTC-11_177.98_20m_2024-03-10,ARTC-11,177.98,178,2024-03-10
ARTC-11_178.06_20m_2023-09-21,ARTC-11,178.06,178.08,2023-09-21
ARTC-11_178.1_20m_2024-07-21,ARTC-11,178.1,178.12,2024-07-21
ARTC-11_178.12_20m_2023-10-08,ARTC-11,178.12,178.14,2023-10-08
ARTC-11_178.12_20m_2024-02-09,ARTC-11,178.12,178.14,2024-02-09
ARTC-11_178.24_20m_2024-07-01,ARTC-11,178.24,178.26,2024-07-01
ARTC-11_178.3_20m_2024-07-21,ARTC-11,178.3,178.32,2024-07-21
ARTC-11_178.32_20m_2023-09-04,ARTC-11,178.32,178.34,2023-09-04
ARTC-11_178.34_20m_2024-05-26,ARTC-11,178.34,178.36,2024-05-26
ARTC-11_178.44_20m_2024-02-26,ARTC-11,178.44,178.46,2024-02-26
ARTC-11_178.5_20m_2023-12-16,ARTC-11,178.5,178.52,2023-12-16
ARTC-11_178.54_20m_2024-06-13,ARTC-11,178.54,178.56,2024-06-13
ARTC-11_178.56_20m_2023-10-26,ARTC-11,178.56,178.58,2023-10-26
ARTC-11_178.58_20m_2023-11-25,ARTC-11,178.58,178.6,2023-11-25
ARTC-11_178.64_20m_2024-04-11,ARTC-11,178.64,178.66,2024-04-11
ARTC-11_178.68_20m_2023-09-17,ARTC-11,178.68,178.7,2023-09-17
ARTC-11_178.82_20m_2023-09-16,ARTC-11,178.82,178.84,2023-09-16
ARTC-11_178.92_20m_2024-02-01,ARTC-11,178.92,178.94,2024-02-01
ARTC-11_179.02_20m_2023-11-20,ARTC-11,179.02,179.04,2023-11-20
ARTC-11_179.18_20m_2023-08-23,ARTC-11,179.18,179.2,2023-08-23
ARTC-11_179.18_20m_2024-03-28,ARTC-11,179.18,179.2,2024-03-28
ARTC-11_179.2_20m_2023-08-10,ARTC-11,179.2,179.22,2023-08-10
ARTC-11_179.24_20m_2024-07-09,ARTC-11,179.24,179.26,2024-07-09
ARTC-11_179.26_20m_2023-05-04,ARTC-11,179.26,179.28,2023-05-04
ARTC-11_179.38_20m_2023-10-24,ARTC-11,179.38,179.4,2023-10-24
ARTC-11_179.4_20m_2023-07-27,ARTC-11,179.4,179.42,2023-07-27
ARTC-11_179.4_20m_2024-03-06,ARTC-11,179.4,179.42,2024-03-06
ARTC-11_179.44_20m_2023-11-24,ARTC-11,179.44,179.46,2023-11-24
ARTC-11_179.46_20m_2023-10-19,ARTC-11,179.46,179.48,2023-10-19
ARTC-11_179.48_20m_2023-12-19,ARTC-11,179.48,179.5,2023-12-19
ARTC-11_179.66_20m_2023-12-21,ARTC-11,179.66,179.68,2023-12-21
ARTC-11_179.72_20m_2023-06-23,ARTC-11,179.72,179.74,2023-06-23
ARTC-11_179.72_20m_2024-03-31,ARTC-11,179.72,179.74,2024-03-31
ARTC-11_179.74_20m_2023-07-24,ARTC-11,179.74,179.76,2023-07-24
ARTC-11_179.74_20m_2023-11-12,ARTC-11,179.74,179.76,2023-11-12
ARTC-11_179.78_20m_2023-06-23,ARTC-11,179.78,179.8,2023-06-23
ARTC-11_179.78_20m_2023-07-13,ARTC-11,179.78,179.8,2023-07-13
ARTC-11_179.78_20m_2024-05-14,ARTC-11,179.78,179.8,2024-05-14
ARTC-11_179.8_20m_2024-04-26,ARTC-11,179.8,179.82,2024-04-26
ARTC-11_179.84_20m_2023-07-23,ARTC-11,179.84,179.86,2023-07-23
ARTC-11_179.84_20m_2024-03-15,ARTC-11,179.84,179.86,2024-03-15
ARTC-11_179.86_20m_2023-05-20,ARTC-11,179.86,179.88,2023-05-20
ARTC-11_179.86_20m_2024-04-16,ARTC-11,179.86,179.88,2024-04-16
ARTC-11_179.94_20m_2024-05-15,ARTC-11,179.94,179.96,2024-05-15
ARTC-11_180.02_20m_2023-10-30,ARTC-11,180.02,180.04,2023-10-30
ARTC-11_180.08_20m_2024-05-05,ARTC-11,180.08,180.1,2024-05-05
ARTC-11_180.1_20m_2023-05-01,ARTC-11,180.1,180.12,2023-05-01
ARTC-11_180.14_20m_2023-10-11,ARTC-11,180.14,180.16,2023-10-11
ARTC-11_180.14_20m_2024-07-12,ARTC-11,180.14,180.16,2024-07-12
ARTC-11_180.16_20m_2023-11-18,ARTC-11,180.16,180.18,2023-11-18
ARTC-11_180.16_20m_2024-01-14,ARTC-11,180.16,180.18,2024-01-14
ARTC-11_180.16_20m_2024-05-13,ARTC-11,180.16,180.18,2024-05-13
ARTC-11_180.26_20m_2024-05-17,ARTC-11,180.26,180.28,2024-05-17
ARTC-11_180.28_20m_2023-09-12,ARTC-11,180.28,180.3,2023-09-12
ARTC-10_205.94_20m_2023-11-09,ARTC-10,205.94,205.96,2023-11-09
ARTC-10_210.82_20m_2024-04-11,ARTC-10,210.82,210.84,2024-04-11
ARTC-10_215.22_20m_2023-11-09,ARTC-10,215.22,215.24,2023-11-09
ARTC-10_218.52_20m_2023-11-09,ARTC-10,218.52,218.54,2023-11-09
ARTC-10_218.84_20m_2023-11-09,ARTC-10,218.84,218.86,2023-11-09
ARTC-10_229.76_20m_2024-06-01,ARTC-10,229.76,229.78,2024-06-01
ARTC-10_231.3_20m_2023-09-20,ARTC-10,231.3,231.32,2023-09-20
ARTC-10_233.62_20m_2023-10-21,ARTC-10,233.62,233.64,2023-10-21
ARTC-10_274.24_20m_2023-10-28,ARTC-10,274.24,274.26,2023-10-28
ARTC-10_278.92_20m_2023-10-17,ARTC-10,278.92,278.94,2023-10-17
ARTC-10_279.88_20m_2024-06-05,ARTC-10,279.88,279.9,2024-06-05
ARTC-10_281.76_20m_2023-09-19,ARTC-10,281.76,281.78,2023-09-19
ARTC-10_281.9_20m_2024-05-20,ARTC-10,281.9,281.92,2024-05-20
ARTC-10_282.54_20m_2023-08-09,ARTC-10,282.54,282.56,2023-08-09
ARTC-10_284.68_20m_2023-05-07,ARTC-10,284.68,284.7,2023-05-07
ARTC-10_284.92_20m_2024-05-25,ARTC-10,284.92,284.94,2024-05-25
ARTC-10_285.44_20m_2023-09-19,ARTC-10,285.44,285.46,2023-09-19
ARTC-11_165.04_20m_2023-08-18,ARTC-11,165.04,165.06,2023-08-18
ARTC-11_165.28_20m_2023-06-04,ARTC-11,165.28,165.3,2023-06-04
ARTC-11_165.42_20m_2023-08-18,ARTC-11,165.42,165.44,2023-08-18
ARTC-11_165.48_20m_2023-09-12,ARTC-11,165.48,165.5,2023-09-12
ARTC-11_165.64_20m_2024-06-12,ARTC-11,165.64,165.66,2024-06-12
ARTC-11_165.86_20m_2024-02-15,ARTC-11,165.86,165.88,2024-02-15
ARTC-11_166.86_20m_2023-06-04,ARTC-11,166.86,166.88,2023-06-04
ARTC-11_166.96_20m_2023-06-28,ARTC-11,166.96,166.98,2023-06-28
ARTC-11_167.02_20m_2023-09-17,ARTC-11,167.02,167.04,2023-09-17
ARTC-11_167.04_20m_2023-12-12,ARTC-11,167.04,167.06,2023-12-12
ARTC-11_167.18_20m_2024-04-15,ARTC-11,167.18,167.2,2024-04-15
ARTC-11_167.4_20m_2024-04-26,ARTC-11,167.4,167.42,2024-04-26
ARTC-11_167.42_20m_2023-11-17,ARTC-11,167.42,167.44,2023-11-17
ARTC-11_167.48_20m_2023-07-23,ARTC-11,167.48,167.5,2023-07-23
ARTC-11_167.54_20m_2023-06-19,ARTC-11,167.54,167.56,2023-06-19
ARTC-11_167.56_20m_2023-09-15,ARTC-11,167.56,167.58,2023-09-15
ARTC-11_167.56_20m_2023-10-21,ARTC-11,167.56,167.58,2023-10-21
ARTC-11_167.82_20m_2023-08-17,ARTC-11,167.82,167.84,2023-08-17
ARTC-11_167.92_20m_2024-05-08,ARTC-11,167.92,167.94,2024-05-08
ARTC-11_167.98_20m_2024-06-05,ARTC-11,167.98,168,2024-06-05
ARTC-11_168.56_20m_2023-05-20,ARTC-11,168.56,168.58,2023-05-20
ARTC-11_169.16_20m_2023-08-17,ARTC-11,169.16,169.18,2023-08-17
ARTC-11_169.3_20m_2023-06-18,ARTC-11,169.3,169.32,2023-06-18
ARTC-11_169.48_20m_2023-09-22,ARTC-11,169.48,169.5,2023-09-22
ARTC-11_169.5_20m_2023-06-13,ARTC-11,169.5,169.52,2023-06-13
ARTC-11_169.58_20m_2024-03-30,ARTC-11,169.58,169.6,2024-03-30
ARTC-11_169.68_20m_2024-05-26,ARTC-11,169.68,169.7,2024-05-26
ARTC-11_169.84_20m_2023-06-18,ARTC-11,169.84,169.86,2023-06-18
ARTC-11_170.06_20m_2024-01-02,ARTC-11,170.06,170.08,2024-01-02
ARTC-11_170.5_20m_2023-10-21,ARTC-11,170.5,170.52,2023-10-21
ARTC-11_170.58_20m_2023-05-20,ARTC-11,170.58,170.6,2023-05-20
ARTC-11_171.02_20m_2023-07-23,ARTC-11,171.02,171.04,2023-07-23
ARTC-11_171.06_20m_2023-09-27,ARTC-11,171.06,171.08,2023-09-27
ARTC-11_171.1_20m_2023-07-23,ARTC-11,171.1,171.12,2023-07-23
ARTC-11_171.1_20m_2024-03-26,ARTC-11,171.1,171.12,2024-03-26
ARTC-11_171.12_20m_2024-03-30,ARTC-11,171.12,171.14,2024-03-30
ARTC-11_171.5_20m_2023-10-29,ARTC-11,171.5,171.52,2023-10-29
ARTC-11_171.56_20m_2024-03-23,ARTC-11,171.56,171.58,2024-03-23
ARTC-11_171.58_20m_2023-10-14,ARTC-11,171.58,171.6,2023-10-14
ARTC-11_171.68_20m_2023-11-25,ARTC-11,171.68,171.7,2023-11-25
ARTC-11_171.68_20m_2024-01-08,ARTC-11,171.68,171.7,2024-01-08
ARTC-11_171.7_20m_2023-08-17,ARTC-11,171.7,171.72,2023-08-17
ARTC-11_171.72_20m_2023-10-18,ARTC-11,171.72,171.74,2023-10-18
ARTC-11_171.82_20m_2023-05-14,ARTC-11,171.82,171.84,2023-05-14
ARTC-11_171.84_20m_2024-06-10,ARTC-11,171.84,171.86,2024-06-10
ARTC-11_171.88_20m_2023-12-28,ARTC-11,171.88,171.9,2023-12-28
ARTC-11_171.92_20m_2024-06-13,ARTC-11,171.92,171.94,2024-06-13
ARTC-11_171.94_20m_2024-02-13,ARTC-11,171.94,171.96,2024-02-13
ARTC-11_172.08_20m_2024-05-28,ARTC-11,172.08,172.1,2024-05-28
ARTC-11_172.08_20m_2024-07-12,ARTC-11,172.08,172.1,2024-07-12
ARTC-11_172.2_20m_2023-07-16,ARTC-11,172.2,172.22,2023-07-16
ARTC-11_172.2_20m_2024-03-09,ARTC-11,172.2,172.22,2024-03-09
ARTC-11_172.2_20m_2024-05-20,ARTC-11,172.2,172.22,2024-05-20
ARTC-11_172.28_20m_2024-02-22,ARTC-11,172.28,172.3,2024-02-22
ARTC-11_172.3_20m_2023-07-18,ARTC-11,172.3,172.32,2023-07-18
ARTC-11_172.3_20m_2023-10-02,ARTC-11,172.3,172.32,2023-10-02
ARTC-11_172.48_20m_2023-09-15,ARTC-11,172.48,172.5,2023-09-15
ARTC-11_172.5_20m_2023-08-16,ARTC-11,172.5,172.52,2023-08-16
ARTC-11_172.62_20m_2023-10-18,ARTC-11,172.62,172.64,2023-10-18
ARTC-11_172.66_20m_2024-06-04,ARTC-11,172.66,172.68,2024-06-04
ARTC-11_172.68_20m_2023-06-30,ARTC-11,172.68,172.7,2023-06-30
ARTC-11_172.72_20m_2024-02-22,ARTC-11,172.72,172.74,2024-02-22
ARTC-11_172.74_20m_2024-06-10,ARTC-11,172.74,172.76,2024-06-10
ARTC-11_172.82_20m_2023-10-10,ARTC-11,172.82,172.84,2023-10-10
ARTC-11_172.98_20m_2023-06-13,ARTC-11,172.98,173,2023-06-13
ARTC-11_173.0_20m_2023-10-16,ARTC-11,173,173.02,2023-10-16
ARTC-11_173.0_20m_2023-11-21,ARTC-11,173,173.02,2023-11-21
ARTC-11_173.14_20m_2023-10-31,ARTC-11,173.14,173.16,2023-10-31
ARTC-11_173.16_20m_2023-06-06,ARTC-11,173.16,173.18,2023-06-06
ARTC-11_173.18_20m_2024-02-10,ARTC-11,173.18,173.2,2024-02-10
ARTC-11_173.3_20m_2023-10-31,ARTC-11,173.3,173.32,2023-10-31
ARTC-11_173.4_20m_2024-03-17,ARTC-11,173.4,173.42,2024-03-17
ARTC-11_173.44_20m_2023-10-16,ARTC-11,173.44,173.46,2023-10-16
ARTC-11_173.48_20m_2024-02-13,ARTC-11,173.48,173.5,2024-02-13
ARTC-11_173.48_20m_2024-06-16,ARTC-11,173.48,173.5,2024-06-16
ARTC-11_173.56_20m_2023-07-04,ARTC-11,173.56,173.58,2023-07-04
ARTC-11_173.56_20m_2023-09-24,ARTC-11,173.56,173.58,2023-09-24
ARTC-11_173.58_20m_2024-05-24,ARTC-11,173.58,173.6,2024-05-24
ARTC-11_173.64_20m_2024-01-02,ARTC-11,173.64,173.66,2024-01-02
ARTC-11_173.64_20m_2024-04-07,ARTC-11,173.64,173.66,2024-04-07
ARTC-11_173.66_20m_2024-05-28,ARTC-11,173.66,173.68,2024-05-28
ARTC-11_173.72_20m_2023-07-01,ARTC-11,173.72,173.74,2023-07-01
ARTC-11_173.82_20m_2023-07-20,ARTC-11,173.82,173.84,2023-07-20
ARTC-11_173.86_20m_2024-02-19,ARTC-11,173.86,173.88,2024-02-19
ARTC-11_173.88_20m_2024-07-12,ARTC-11,173.88,173.9,2024-07-12
ARTC-11_173.92_20m_2023-05-10,ARTC-11,173.92,173.94,2023-05-10
ARTC-11_173.96_20m_2024-02-20,ARTC-11,173.96,173.98,2024-02-20
ARTC-11_173.98_20m_2023-07-04,ARTC-11,173.98,174,2023-07-04
ARTC-11_174.02_20m_2023-08-10,ARTC-11,174.02,174.04,2023-08-10
ARTC-11_174.04_20m_2023-09-06,ARTC-11,174.04,174.06,2023-09-06
ARTC-11_174.06_20m_2024-06-13,ARTC-11,174.06,174.08,2024-06-13
ARTC-11_174.12_20m_2024-01-30,ARTC-11,174.12,174.14,2024-01-30
ARTC-11_174.14_20m_2024-02-01,ARTC-11,174.14,174.16,2024-02-01
ARTC-11_174.2_20m_2024-06-10,ARTC-11,174.2,174.22,2024-06-10
ARTC-11_174.3_20m_2023-12-19,ARTC-11,174.3,174.32,2023-12-19
ARTC-11_174.48_20m_2023-10-19,ARTC-11,174.48,174.5,2023-10-19
ARTC-11_174.52_20m_2023-05-19,ARTC-11,174.52,174.54,2023-05-19
ARTC-11_174.6_20m_2023-05-15,ARTC-11,174.6,174.62,2023-05-15
ARTC-11_174.6_20m_2024-01-02,ARTC-11,174.6,174.62,2024-01-02
ARTC-11_174.62_20m_2024-01-02,ARTC-11,174.62,174.64,2024-01-02
ARTC-11_174.7_20m_2024-02-21,ARTC-11,174.7,174.72,2024-02-21
ARTC-11_174.74_20m_2023-06-09,ARTC-11,174.74,174.76,2023-06-09
ARTC-11_174.76_20m_2024-03-02,ARTC-11,174.76,174.78,2024-03-02
ARTC-11_174.76_20m_2024-05-08,ARTC-11,174.76,174.78,2024-05-08
ARTC-11_174.82_20m_2024-01-30,ARTC-11,174.82,174.84,2024-01-30
ARTC-11_174.82_20m_2024-05-06,ARTC-11,174.82,174.84,2024-05-06
ARTC-11_174.88_20m_2023-12-02,ARTC-11,174.88,174.9,2023-12-02
ARTC-11_174.92_20m_2023-08-04,ARTC-11,174.92,174.94,2023-08-04
ARTC-11_174.92_20m_2024-04-23,ARTC-11,174.92,174.94,2024-04-23
ARTC-11_174.94_20m_2024-02-16,ARTC-11,174.94,174.96,2024-02-16
ARTC-11_174.98_20m_2023-05-14,ARTC-11,174.98,175,2023-05-14
ARTC-11_174.98_20m_2023-07-02,ARTC-11,174.98,175,2023-07-02
ARTC-11_175.02_20m_2024-06-12,ARTC-11,175.02,175.04,2024-06-12
ARTC-11_175.08_20m_2023-10-11,ARTC-11,175.08,175.1,2023-10-11
ARTC-11_175.08_20m_2023-12-14,ARTC-11,175.08,175.1,2023-12-14
ARTC-11_175.1_20m_2024-03-29,ARTC-11,175.1,175.12,2024-03-29
ARTC-11_175.1_20m_2024-06-09,ARTC-11,175.1,175.12,2024-06-09
ARTC-11_175.18_20m_2023-08-20,ARTC-11,175.18,175.2,2023-08-20
ARTC-11_175.32_20m_2023-10-31,ARTC-11,175.32,175.34,2023-10-31
ARTC-11_175.38_20m_2024-03-20,ARTC-11,175.38,175.4,2024-03-20
ARTC-11_175.44_20m_2023-05-16,ARTC-11,175.44,175.46,2023-05-16
ARTC-11_175.5_20m_2023-05-14,ARTC-11,175.5,175.52,2023-05-14
ARTC-11_175.54_20m_2023-09-24,ARTC-11,175.54,175.56,2023-09-24
ARTC-11_175.58_20m_2023-06-22,ARTC-11,175.58,175.6,2023-06-22
ARTC-11_175.8_20m_2024-06-06,ARTC-11,175.8,175.82,2024-06-06
ARTC-11_175.9_20m_2024-02-13,ARTC-11,175.9,175.92,2024-02-13
ARTC-11_176.0_20m_2024-05-26,ARTC-11,176,176.02,2024-05-26
ARTC-11_176.02_20m_2023-08-16,ARTC-11,176.02,176.04,2023-08-16
ARTC-11_176.04_20m_2023-10-10,ARTC-11,176.04,176.06,2023-10-10
ARTC-11_176.08_20m_2023-11-04,ARTC-11,176.08,176.1,2023-11-04
ARTC-11_176.08_20m_2024-07-13,ARTC-11,176.08,176.1,2024-07-13
ARTC-11_176.14_20m_2024-02-18,ARTC-11,176.14,176.16,2024-02-18
ARTC-11_176.2_20m_2024-07-22,ARTC-11,176.2,176.22,2024-07-22
ARTC-11_176.28_20m_2023-11-26,ARTC-11,176.28,176.3,2023-11-26
ARTC-11_176.28_20m_2024-07-13,ARTC-11,176.28,176.3,2024-07-13
ARTC-11_176.32_20m_2023-12-02,ARTC-11,176.32,176.34,2023-12-02
ARTC-11_176.38_20m_2023-08-19,ARTC-11,176.38,176.4,2023-08-19
ARTC-11_176.44_20m_2023-05-08,ARTC-11,176.44,176.46,2023-05-08
